,G_loss,D_loss,D_valid_acc
0,-0.4213146686553955,3.7269295275211336,20.8
1,-0.4236037939786911,3.4364880859851836,23.200000000000003
2,-0.4167543351650238,3.3926425516605376,24.9
3,-0.39184934794902804,3.3494168281555177,25.0
4,-0.47937875986099243,3.3005419075489044,22.7
5,-0.6070191591978074,3.5126293897628784,24.3
6,-0.5453053086996078,3.3154875338077545,28.599999999999998
7,-0.5098899960517883,3.275724869966507,26.6
8,-0.45142972767353057,3.118479722738266,32.7
9,-0.44651258289813994,3.0949576079845427,28.999999999999996
10,-0.47452843487262725,3.1387702584266663,26.8
11,-0.4490504443645477,3.0181371688842775,32.2
12,-0.49605042636394503,3.173210710287094,31.8
13,-0.5570056557655334,3.2459201395511625,34.5
14,-0.4869678854942322,3.1254061341285704,37.1
15,-0.5652800172567367,3.225412482023239,31.3
16,-0.4788653373718262,3.060888093709946,33.1
17,-0.4502812445163727,2.997827684879303,33.1
18,-0.5114570677280426,3.116006886959076,35.9
19,-0.4599789023399353,2.9998395800590516,36.8
20,-0.42419918179512023,2.9206332862377167,36.9
21,-0.459790974855423,2.9823736786842345,39.0
22,-0.398857569694519,2.756283611059189,36.0
23,-0.39702039659023286,2.7650444507598877,39.7
24,-0.3252576649188995,2.561189365386963,38.2
25,-0.29953998923301695,2.529987931251526,39.4
26,-0.27947956025600434,2.468240439891815,40.400000000000006
27,-0.3152394324541092,2.523464787006378,39.800000000000004
28,-0.3047578245401382,2.4676189601421354,38.5
29,-0.3563967853784561,2.6264398872852324,36.199999999999996
30,-0.3535040199756622,2.6293475151062013,41.0
31,-0.3260138541460037,2.5426220118999483,42.1
32,-0.2520932197570801,2.3041748821735384,40.5
33,-0.2761384457349777,2.3033123195171354,41.3
34,-0.252193546295166,2.269556164741516,40.400000000000006
35,-0.22686294615268707,2.178250199556351,42.699999999999996
36,-0.24186522960662843,2.2392158091068266,40.6
37,-0.27120342254638674,2.3288612723350526,43.5
38,-0.2649541825056076,2.290675920248032,43.2
39,-0.21271177232265473,2.133107852935791,44.0
40,-0.20305263996124268,2.088017350435257,38.800000000000004
41,-0.1906550794839859,2.070181268453598,41.699999999999996
42,-0.19756990075111389,2.102996164560318,41.4
43,-0.18524601459503173,2.031235945224762,44.6
44,-0.24968279898166656,2.258016449213028,45.4
45,-0.26905219852924345,2.3719118535518646,44.3
46,-0.19225759208202362,2.005673509836197,41.8
47,-0.30019788146018983,2.3609924018383026,45.4
48,-0.19661797881126403,1.987706756591797,41.099999999999994
49,-0.18703688979148864,1.941332709789276,43.0
50,-0.18846409320831298,1.9940110445022583,44.7
51,-0.18142656087875367,1.9598084688186646,49.2
52,-0.2501991540193558,2.1861315429210664,43.8
53,-0.16373904347419738,1.959959375858307,44.800000000000004
54,-0.16820775866508483,1.929993784427643,47.099999999999994
55,-0.17503657042980195,1.926257026195526,48.199999999999996
56,-0.22475046813488006,2.0113497734069825,46.6
57,-0.2373565226793289,2.045956182479858,48.8
58,-0.37001994252204895,2.3381084501743317,39.900000000000006
59,-0.26092906594276427,2.191219228506088,44.800000000000004
60,-0.14371047616004945,1.8078146755695343,49.5
61,-0.21105687618255614,2.0287758111953735,47.3
62,-0.2081090033054352,1.9888734579086305,45.2
63,-0.23628519475460052,2.0577225565910338,46.800000000000004
64,-0.20285190641880035,1.945420926809311,46.7
65,-0.17426194548606871,1.8608489811420441,46.6
66,-0.21421630084514617,1.8987713634967804,45.6
67,-0.1561190664768219,1.819888997077942,45.9
68,-0.14937901496887207,1.7787228226661682,47.699999999999996
69,-0.15723361372947692,1.7774734377861023,50.4
70,-0.1575847327709198,1.7723385870456696,50.3
71,-0.16563063263893127,1.8513964891433716,50.4
72,-0.23721467852592468,2.032794690132141,33.900000000000006
73,-0.3056789845228195,2.353104132413864,47.599999999999994
74,-0.18988595604896547,1.8865134239196777,46.400000000000006
75,-0.1754334509372711,1.830316948890686,49.0
76,-0.16396373510360718,1.7385639667510986,47.5
77,-0.17553454637527466,1.8005260825157166,49.1
78,-0.21345506310462953,1.9223530888557434,47.699999999999996
79,-0.1570042848587036,1.7584377110004425,51.2
80,-0.23286056220531465,2.018909937143326,44.9
81,-0.1787339746952057,1.7733174204826354,46.9
82,-0.17334192991256714,1.7616028308868408,49.8
83,-0.2253787875175476,1.9466094672679901,43.4
84,-0.22245510816574096,1.9435598373413085,49.2
85,-0.13003329932689667,1.6612808048725127,46.800000000000004
86,-0.20819936990737914,1.9325377821922303,48.6
87,-0.16395912766456605,1.7397902607917786,50.8
88,-0.19592572450637818,1.8293429017066956,50.1
89,-0.18388428390026093,1.8220164120197295,50.0
90,-0.29359069764614104,1.902009332180023,41.0
91,-0.5681622609496116,2.3611930191516874,33.5
92,-0.27488772571086884,1.8317571580410004,35.699999999999996
93,-0.13929351270198823,1.6193699777126311,43.7
94,-0.33034814298152926,1.9530077874660492,48.8
95,-0.2721558541059494,2.0296667993068693,47.5
96,-0.12090343236923218,1.5965154051780701,46.2
97,-0.11381470561027526,1.5632858395576477,51.1
98,-0.14477484822273254,1.632656592130661,52.400000000000006
99,-0.15831387042999268,1.6543283581733703,51.800000000000004
100,-0.12992805242538452,1.6329350411891936,45.7
101,-0.14193384647369384,1.6416369438171388,52.7
102,-0.20968283116817474,1.7996857523918153,48.8
103,-0.2254994511604309,1.9461793661117555,52.2
104,-0.18283236026763916,1.7140767455101014,54.900000000000006
105,-0.18894615173339843,1.7866538047790528,53.400000000000006
106,-0.1681102395057678,1.7202016055583953,52.6
107,-0.13144089579582213,1.5279533982276916,53.2
108,-0.16588457822799682,1.655036062002182,52.0
109,-0.20686088800430297,1.8229472279548644,52.7
110,-0.164409077167511,1.6657150030136108,53.400000000000006
111,-0.6052859663963318,2.263821929693222,45.0
112,-1.833167278766632,3.4177773892879486,44.2
113,-1.534626081585884,3.2605149805545808,34.599999999999994
114,-0.7465315788984299,2.5387476801872255,43.1
115,-0.11082687377929687,1.5055047512054442,42.699999999999996
116,-0.08669970035552979,1.4437204003334045,46.1
117,-0.12580442428588867,1.5328973829746246,45.4
118,-0.1098716676235199,1.441261637210846,40.6
119,-0.26281760036945345,1.77678901553154,44.800000000000004
120,-0.16267375349998475,1.5540116786956788,45.4
121,-0.12369056046009064,1.5392045438289643,36.8
122,-0.12512414157390594,1.5176818907260894,38.3
123,-0.30731082558631895,1.7687657713890075,44.4
124,-0.18132737278938293,1.589073407649994,40.6
125,-0.21358132362365723,1.6112472474575044,42.9
126,-0.10640934705734253,1.4311951875686646,44.2
127,-0.1425983726978302,1.4746729731559753,41.699999999999996
128,-0.20440676510334016,1.651870310306549,43.0
129,-0.2618257313966751,1.6978114783763885,41.199999999999996
130,-0.5626933962106705,2.261248880624771,34.2
131,-0.2791177570819855,1.7627938032150268,40.2
132,-0.04890182614326477,1.3060430586338043,42.199999999999996
133,-0.07588337063789367,1.3572102189064026,46.300000000000004
134,-0.11989492177963257,1.4409703850746154,40.300000000000004
135,-0.0581220805644989,1.3326189458370208,39.7
136,-0.0583536684513092,1.3351434648036957,37.6
137,-0.07904754877090454,1.3713758170604706,39.2
138,-0.07573392391204833,1.330860149860382,41.699999999999996
139,-0.0657689094543457,1.3655326545238495,40.6
140,-0.06444696187973023,1.3185550034046174,37.6
141,-0.06614621877670288,1.3271041095256806,44.3
142,-0.06552651524543762,1.343872058391571,46.800000000000004
143,-0.07271181941032409,1.3444240272045136,51.5
144,-0.08679701685905457,1.3629886746406554,48.3
145,-0.09961852431297302,1.3828620195388794,46.300000000000004
146,-0.09000617861747742,1.3784264087677003,46.5
147,-0.09103469252586364,1.328624999523163,47.3
148,-0.09595978856086732,1.3660486876964568,49.4
149,-0.09335777759552003,1.369606876373291,52.6
150,-0.21772225499153136,1.7829183399677277,40.8
151,-0.16487241089344024,1.7653754472732544,49.1
152,-0.17024406790733337,1.7657715737819673,48.4
153,-0.22308606803417205,1.7259823262691498,42.9
154,-0.47322991490364075,2.340508317947388,52.300000000000004
155,-0.216949862241745,1.6883972465991974,48.3
156,-0.2712198138237,1.8933271646499634,52.6
157,-0.13156907856464387,1.4870052635669708,55.00000000000001
158,-0.1244740605354309,1.5014136195182801,50.5
159,-0.1461062103509903,1.5557236194610595,51.7
160,-0.16268182992935182,1.5667303025722503,55.1
161,-0.15803197026252747,1.5698641777038573,52.0
162,-0.17175619006156922,1.6410842835903168,53.0
163,-0.2136939913034439,1.8218461573123932,52.800000000000004
164,-0.2385968893766403,1.822009688615799,54.800000000000004
165,-0.2540747135877609,1.8891223788261413,51.5
166,-0.18535948395729065,1.6450549066066742,52.0
167,-0.1956918329000473,1.6513458728790282,51.7
168,-0.1443774163722992,1.4804694056510925,56.49999999999999
169,-0.1576496660709381,1.4812977254390716,53.6
170,-0.19425505697727202,1.63587446808815,53.400000000000006
171,-0.15291211009025574,1.4734885096549988,56.699999999999996
172,-0.15326064229011535,1.4436181128025054,56.10000000000001
173,-0.17761077582836152,1.6102631270885468,51.9
174,-0.22942593395709993,1.714454334974289,52.800000000000004
175,-0.15379935503005981,1.465524560213089,55.7
176,-0.18396684527397156,1.5708173096179963,53.1
177,-0.17522909641265869,1.5479871332645416,56.10000000000001
178,-0.16889846324920654,1.477869713306427,52.6
179,-0.1605345845222473,1.4189998149871825,55.300000000000004
180,-0.25095627307891843,1.74388330578804,50.9
181,-1.64641632437706,3.1533464789390564,48.0
182,-1.6015859127044678,3.150018274784088,34.8
183,-0.35904542207717893,1.8326792001724244,39.6
184,-0.163155397772789,1.4530176162719726,30.9
185,-0.06793908476829529,1.2590277910232544,38.9
186,-0.07236531972885132,1.2573959708213807,38.9
187,-0.08526248931884765,1.2815498650074004,45.0
188,-0.11840613186359406,1.3150912463665008,40.5
189,-0.03910722136497498,1.1726057291030885,44.800000000000004
190,-0.04707622528076172,1.1596255719661712,43.4
191,-0.07410764694213867,1.2536502838134767,40.8
192,-0.06662363409996033,1.245812213420868,44.5
193,-0.06657683253288268,1.198473435640335,50.4
194,-0.05494945049285889,1.1763344645500182,46.800000000000004
195,-0.06870843172073364,1.1968532621860504,50.8
196,-0.07804410457611084,1.256975108385086,45.4
197,-0.07380144596099854,1.2168334245681762,46.9
198,-0.06846684217453003,1.2109423339366914,40.5
199,-0.06780931353569031,1.2245385229587555,43.1
200,-0.07769598960876464,1.2428905487060546,45.6
201,-0.0724031686782837,1.219582849740982,46.2
202,-0.06957831382751464,1.2081864655017853,48.0
203,-0.08952847719192505,1.2414610624313354,50.1
204,-0.10950260758399963,1.2504472494125367,52.5
205,-0.08374073505401611,1.1854086518287659,50.8
206,-0.1034075677394867,1.2535958170890809,49.5
207,-0.08486250042915344,1.2229577839374541,54.0
208,-0.09840174913406372,1.1906188666820525,52.1
209,-0.1676836133003235,1.3222047209739685,46.2
210,-0.1763135552406311,1.4491580367088317,52.1
211,-0.2908942043781281,1.6325048923492431,53.400000000000006
212,-0.34678306579589846,1.821149879693985,49.2
213,-0.18800929188728333,1.5294877350330354,51.800000000000004
214,-0.159761643409729,1.4933940708637237,50.6
215,-0.6454854846000672,2.2352221965789796,50.6
216,-0.06907769441604614,1.2162534296512604,53.0
217,-0.15168405175209046,1.4744415998458862,53.1
218,-0.297635954618454,1.9045198857784271,56.39999999999999
219,-0.1445407748222351,1.3386737942695617,54.800000000000004
220,-0.1431542754173279,1.3586011469364165,53.6
221,-0.16216482520103453,1.4179485976696014,55.900000000000006
222,-0.15980615615844726,1.4376243114471436,54.400000000000006
223,-0.18771125972270966,1.494573962688446,55.1
224,-0.15742188096046447,1.3623171031475068,55.50000000000001
225,-0.16686378717422484,1.4631742656230926,57.599999999999994
226,-0.19881958067417144,1.5362073838710786,56.3
227,-0.22368271946907042,1.676808774471283,54.300000000000004
228,-0.19419953227043152,1.4796230018138885,57.4
229,-0.1661905586719513,1.3845560431480408,56.49999999999999
230,-0.1700928568840027,1.3886748850345612,56.2
231,-0.2247650682926178,1.6627724409103393,53.400000000000006
232,-0.2177777111530304,1.6241406083106995,55.800000000000004
233,-0.17847989201545716,1.4209310948848723,58.099999999999994
234,-0.20477857887744905,1.5703343152999878,59.099999999999994
235,-0.1730638027191162,1.425489354133606,59.099999999999994
236,-0.20952173471450805,1.4605751991271974,58.099999999999994
237,-0.8143627792596817,2.2500915706157683,55.1
238,-1.6413121223449707,3.0833151996135713,55.2
239,-1.535838347673416,3.1063943445682525,51.0
240,-0.3960802435874939,1.8472572803497314,56.10000000000001
241,-0.16484028697013856,1.3555064857006074,59.599999999999994
242,-0.14171995520591735,1.2927151381969453,54.1
243,-0.29175851941108705,1.7735483705997468,52.900000000000006
244,-0.15397785902023314,1.3254519641399383,56.699999999999996
245,-0.22528347373008728,1.5752644419670105,55.00000000000001
246,-0.19118035435676575,1.4390056490898133,57.99999999999999
247,-0.19695977568626405,1.498412024974823,56.00000000000001
248,-0.21579188704490662,1.5301642537117004,55.50000000000001
249,-0.2248193711042404,1.6023281812667847,54.0
250,-0.19943626523017882,1.542830330133438,57.9
251,-0.17272050976753234,1.3829002857208252,57.3
252,-0.16220387816429138,1.3453759551048279,54.900000000000006
253,-0.19121593832969666,1.4759146332740785,53.6
254,-0.24401856064796448,1.5835472226142884,56.699999999999996
255,-0.23224297165870667,1.492063546180725,57.8
256,-0.1742186188697815,1.342412030696869,59.099999999999994
257,-0.18010751008987427,1.3309948861598968,57.99999999999999
258,-0.20759315192699432,1.4251285135746001,57.199999999999996
259,-0.2612032860517502,1.621804767847061,54.900000000000006
260,-0.27124273478984834,1.66145920753479,58.5
261,-0.18160642981529235,1.374430537223816,62.5
262,-0.19230664372444153,1.3582165479660033,58.099999999999994
263,-0.19547925591468812,1.3404880166053772,55.60000000000001
264,-0.22808973491191864,1.4857908248901368,59.699999999999996
265,-0.19475944042205812,1.4036619126796723,56.49999999999999
266,-0.23583170473575593,1.50493466258049,58.099999999999994
267,-0.1836188852787018,1.3710858225822449,57.3
268,-0.20065804123878478,1.4367827355861664,58.8
269,-0.2115485906600952,1.4654434084892274,60.6
270,-0.19278985857963563,1.3852566719055175,58.5
271,-0.17605371475219728,1.323648566007614,59.099999999999994
272,-0.15699216723442078,1.2357308626174928,60.9
273,-0.1686328411102295,1.2737652003765105,59.0
274,-0.21396315693855286,1.507849282026291,58.8
275,-0.8261083483695983,2.33199320435524,53.5
276,-0.15012241005897523,1.268068438768387,58.4
277,-0.19856516420841216,1.4913330912590026,57.699999999999996
278,-0.15676233172416687,1.247000241279602,56.2
279,-0.15765650272369386,1.2712518334388734,57.4
280,-0.1929147720336914,1.3660863935947418,56.10000000000001
281,-0.2027827560901642,1.404208892583847,59.199999999999996
282,-0.18607914447784424,1.3103501617908477,58.8
283,-0.1936633199453354,1.3755436539649963,59.699999999999996
284,-0.1671867072582245,1.2377277731895446,55.300000000000004
285,-0.2952286392450333,1.5377451658248902,54.0
286,-0.13317707777023316,1.1976771354675293,59.699999999999996
287,-0.12335688471794129,1.1348599195480347,56.39999999999999
288,-0.14262049198150634,1.1979375422000884,60.099999999999994
289,-0.15610842108726503,1.2234627246856689,59.099999999999994
290,-0.15670193433761598,1.234285396337509,61.1
291,-0.18649359941482543,1.3354932188987731,58.099999999999994
292,-0.2119761347770691,1.4077559173107148,56.99999999999999
293,-0.18760122656822203,1.270572793483734,60.199999999999996
294,-0.16592954993247985,1.2443554162979127,60.3
295,-0.20220248997211457,1.3726401150226593,60.8
296,-0.1817212224006653,1.2251905918121337,62.2
297,-0.18042876124382018,1.2549013197422028,61.6
298,-0.1628157377243042,1.222435176372528,61.5
299,-0.1974169373512268,1.2766181647777557,58.8
300,-0.16553608179092408,1.2350100755691529,60.5
301,-0.19585323333740234,1.3669012367725373,62.1
302,-0.22497781217098237,1.3741452813148498,54.1
303,-0.1697071373462677,1.274595457315445,59.5
304,-0.1671174943447113,1.2431822717189789,59.599999999999994
305,-0.16195185780525206,1.2010589003562928,56.99999999999999
306,-0.1797270208597183,1.2799444854259492,58.3
307,-0.20865529477596284,1.3880678176879884,60.8
308,-0.17083942294120788,1.224549514055252,61.7
309,-0.16017819046974183,1.2144392549991607,60.4
310,-0.15496026873588561,1.171829479932785,61.1
311,-0.1623856782913208,1.2053721308708192,60.099999999999994
312,-0.17437530159950257,1.2265934824943543,61.7
313,-0.16513904929161072,1.1989899694919586,58.9
314,-0.18479515314102174,1.2415144503116609,60.699999999999996
315,-0.18272886276245118,1.249682354927063,58.3
316,-0.166647207736969,1.2213931858539582,62.0
317,-0.17199230194091797,1.2189135253429413,61.0
318,-0.162075674533844,1.1544252157211303,63.0
319,-0.15782169103622437,1.1999952733516692,59.9
320,-0.17379573583602906,1.2482308626174927,60.5
321,-0.16299992203712463,1.209983366727829,61.0
322,-0.15558748841285705,1.1806621491909026,61.5
323,-0.1500134527683258,1.1494116604328155,61.8
324,-0.15734347701072693,1.189763480424881,60.8
325,-0.1832245647907257,1.2452527165412903,60.099999999999994
326,-0.1940315306186676,1.2787067949771882,59.3
327,-0.18230868577957154,1.235636794567108,61.3
328,-0.14907935857772828,1.1623250067234039,59.199999999999996
329,-0.15417956709861755,1.1401542186737061,59.5
330,-0.16128391027450562,1.1769248008728028,59.8
331,-0.16305672526359558,1.1768384993076324,60.9
332,-0.14919691085815429,1.1486860632896423,61.5
333,-0.14504573941230775,1.1190435945987702,61.6
334,-0.13558334708213807,1.0866717278957367,61.6
335,-0.1640120267868042,1.147901475429535,61.8
336,-0.16494764685630797,1.1609511494636535,62.7
337,-0.19615402221679687,1.3150181829929353,58.5
338,-0.18092453181743623,1.2772727489471436,59.699999999999996
339,-0.13862460851669312,1.1043871283531188,61.9
340,-0.13627312779426576,1.0936765551567078,58.5
341,-0.14339334964752198,1.1189449071884154,63.0
342,-0.16252888441085817,1.1494855642318726,63.6
343,-0.15960865020751952,1.1712740004062652,58.3
344,-0.1746727168560028,1.1954782962799073,63.7
345,-0.17495009899139405,1.1926706910133362,64.7
346,-0.1540241837501526,1.1072338044643402,62.0
347,-0.14939217567443847,1.1211293518543244,57.99999999999999
348,-0.15976218581199647,1.1369936883449554,63.3
349,-0.16534860134124757,1.1817219078540802,60.9
350,-0.19373903870582582,1.2590498685836793,63.2
351,-0.16485724449157715,1.1818372666835786,61.7
352,-0.15102575421333314,1.089924967288971,63.2
353,-0.1583007037639618,1.1230876922607422,63.2
354,-0.15303263068199158,1.0848640978336335,62.2
355,-0.15682630538940429,1.1581429481506347,60.8
356,-0.1930353820323944,1.287461531162262,61.6
357,-0.15261767506599427,1.1362825632095337,62.3
358,-0.1772008866071701,1.2376335918903352,57.099999999999994
359,-0.16166334748268127,1.1173155963420869,62.1
360,-0.17601107954978942,1.1902574837207793,60.199999999999996
361,-0.17240281105041505,1.137427067756653,58.3
362,-0.18262598514556885,1.1937054216861724,61.8
363,-0.15168198943138123,1.0552304267883301,62.5
364,-0.15262616872787477,1.0697919070720672,64.0
365,-0.146945059299469,1.0579800069332124,61.4
366,-0.16527913212776185,1.1146126985549927,62.0
367,-0.1447414994239807,1.0553273558616638,63.4
368,-0.1638474941253662,1.1647351920604705,62.0
369,-0.17564570307731628,1.1634722769260406,57.99999999999999
370,-0.1776344895362854,1.195766818523407,62.2
371,-0.16147974729537964,1.0790703475475312,62.7
372,-0.14562297463417054,1.0584839403629303,62.8
373,-0.1428122639656067,1.07079576253891,61.1
374,-0.1567123293876648,1.089454859495163,60.699999999999996
375,-0.15350629091262818,1.10692657828331,60.199999999999996
376,-0.1645009160041809,1.1051774740219116,59.599999999999994
377,-0.14204338192939758,1.0547788619995118,60.4
378,-0.16165913939476012,1.0624776422977447,59.4
379,-0.19290818572044371,1.1505611896514893,59.3
380,-0.12660992741584778,1.0399338126182556,59.699999999999996
381,-0.14936648607254027,1.0813025176525115,62.5
382,-0.18858226835727693,1.216121381521225,60.5
383,-0.21015915870666504,1.3577847540378571,60.6
384,-0.10783102512359619,0.9818322360515594,61.0
385,-0.14492281675338745,1.0917382299900056,62.8
386,-0.1543547987937927,1.1058659315109254,61.6
387,-0.14847753047943116,1.0442780077457428,61.1
388,-0.15460222959518433,1.0756871044635772,59.699999999999996
389,-0.1583875000476837,1.096589559316635,61.7
390,-0.1861598163843155,1.1971336483955384,62.3
391,-0.22375141978263854,1.3151221930980683,59.099999999999994
392,-0.1858484447002411,1.1346842646598816,61.3
393,-0.18152886033058166,1.2109658062458037,60.699999999999996
394,-0.1615304172039032,1.0532090544700623,61.9
395,-0.1772403120994568,1.1218232035636901,62.4
396,-0.149634712934494,1.022128826379776,62.8
397,-0.16700527667999268,1.1175185143947601,64.3
398,-0.14778022170066835,1.0181217074394227,63.2
399,-0.16611764430999756,1.0671292066574096,64.2
400,-0.18835920691490174,1.1735219657421112,60.8
401,-0.1579015374183655,1.059203815460205,61.4
402,-0.20930685997009277,1.2369912266731262,65.9
403,-0.1666954278945923,1.0830101788043975,61.7
404,-0.1714635670185089,1.0927812993526458,63.0
405,-0.16136382818222045,1.0509156286716461,64.5
406,-0.16250341534614562,1.0700338065624238,62.5
407,-0.18215930461883545,1.149043732881546,62.2
408,-0.16053347587585448,1.0219578206539155,64.2
409,-0.1630825698375702,1.0667265236377717,62.8
410,-0.19288249611854552,1.1983439564704894,60.699999999999996
411,-0.16541904211044312,1.0355750441551208,63.9
412,-0.15886563062667847,1.0085720896720887,62.5
413,-0.16832733750343323,1.0799267411231994,64.4
414,-0.16666242480278015,1.0292353332042694,65.7
415,-0.15814480781555176,1.0531400978565215,63.3
416,-0.19233229756355286,1.1147773444652558,62.5
417,-0.1806115835905075,1.1492931962013244,61.4
418,-0.16863733530044556,1.0864641785621643,60.3
419,-0.1596777021884918,1.0456568539142608,61.8
420,-0.18473007082939147,1.1462670385837554,61.5
421,-0.17446375489234925,1.0934256255626678,60.3
422,-0.15521069169044494,1.0045243561267854,60.6
423,-0.15524595975875854,1.025744891166687,62.4
424,-0.17678671479225158,1.0930210888385772,63.6
425,-0.200248122215271,1.2213864505290986,63.3
426,-0.17947207689285277,1.0857745707035065,63.5
427,-0.18678466677665712,1.0934279024600984,61.5
428,-0.17917296290397644,1.064494287967682,59.9
429,-0.17421734929084778,1.1019516289234161,58.4
430,-0.17130237221717834,1.0765116214752197,63.2
431,-0.16398813724517822,1.035340040922165,61.9
432,-0.16446696519851683,1.0318968653678895,61.1
433,-0.17540460228919982,1.0639979004859925,63.6
434,-0.1685992181301117,1.050436007976532,63.5
435,-0.1739451766014099,1.071034950017929,61.3
436,-0.1585913896560669,1.0066237151622772,61.9
437,-0.19033121168613434,1.1350046217441558,63.7
438,-0.16907554268836975,1.068633770942688,62.1
439,-0.14089182019233704,0.9475867211818695,63.3
440,-0.1605294644832611,1.0044455647468566,61.9
441,-0.15850634574890138,1.0281991720199586,61.7
442,-0.17367810606956482,1.057711774110794,63.0
443,-0.1710057020187378,1.0170209646224975,62.8
444,-0.17323097586631775,1.0593563079833985,64.8
445,-0.18564637899398803,1.1041813790798187,62.4
446,-0.18011384606361389,1.0608919084072113,62.5
447,-0.19640336632728578,1.1301300883293153,63.0
448,-0.1733640253543854,1.043427836894989,62.1
449,-0.15749484300613403,0.9798153042793274,62.3
450,-0.16722243428230285,1.0243582665920257,64.4
451,-0.16612694263458253,1.0119317948818207,64.8
452,-0.15207070112228394,0.9868374288082122,61.9
453,-0.16611629724502563,0.9902992904186249,63.7
454,-0.1686662256717682,1.0412079572677613,60.0
455,-0.16276626586914061,1.031613153219223,63.800000000000004
456,-0.16535426378250123,1.0034964621067046,63.2
457,-0.18201704323291779,1.0734052240848542,61.4
458,-0.18057355284690857,1.0513789355754852,63.800000000000004
459,-0.1524988055229187,0.9582929193973542,62.5
460,-0.13855019807815552,0.9522073924541473,62.8
461,-0.153261399269104,1.0050503134727478,62.4
462,-0.17764536142349244,1.0468472063541412,65.0
463,-0.18925963044166566,1.1240415215492248,61.6
464,-0.17136674821376802,1.0478063583374024,63.1
465,-0.15456952452659606,0.9411622762680054,64.8
466,-0.16071054935455323,0.9768074512481689,61.4
467,-0.17206947207450868,1.0047237634658814,62.7
468,-0.14844499826431273,0.9373383283615112,62.9
469,-0.1401616632938385,0.9312984883785248,64.1
470,-0.17682589292526246,1.0559224724769591,60.3
471,-0.2059779167175293,1.1424214959144592,64.1
472,-0.20376393795013428,1.0706207513809205,63.800000000000004
473,-0.17062640190124512,1.0086415648460387,64.1
474,-0.17940658330917358,1.065114861726761,65.0
475,-0.1756095588207245,1.0190631568431854,63.9
476,-0.17206332087516785,0.9630511343479157,63.3
477,-0.1654855191707611,1.0210850179195403,62.2
478,-0.18235422372817994,1.0462881028652191,64.0
479,-0.21231622993946075,1.1580334067344666,63.1
480,-0.2121264785528183,1.1298959791660308,64.2
481,-0.18375905156135558,1.0493346095085143,67.0
482,-0.17760375142097473,1.0394459545612336,63.800000000000004
483,-0.2007092535495758,1.1364666163921355,62.5
484,-0.17389342784881592,1.0188486516475677,64.4
485,-0.21795531809329988,1.1839180648326875,64.5
486,-0.16929466128349305,0.970457911491394,65.60000000000001
487,-0.17179049849510192,1.0098349273204803,65.5
488,-0.18475154042243958,1.0200927615165711,65.60000000000001
489,-0.19330053329467772,1.0639873802661897,65.0
490,-0.16595857739448547,0.9459848582744599,64.3
491,-0.17937241792678832,1.0306506693363189,64.4
492,-0.18775613009929656,1.0481821417808532,63.2
493,-0.16800084114074706,0.9856374204158783,61.3
494,-0.15247425436973572,0.9377100884914398,64.0
495,-0.1568242073059082,0.9513484954833984,62.4
496,-0.1556730628013611,0.9470714688301086,65.10000000000001
497,-0.16254377961158753,0.9570360898971557,63.2
498,-0.15519376397132872,0.9139774322509766,64.0
499,-0.18369800448417664,1.014806830883026,63.4
